TeacherID,ExperienceYears,EducationLevel,PayScheme,BaseSalary,BonusReceived,JobSatisfactionScore,StressLevelScore,RetentionStatus,SchoolID,Region,SchoolType,StudentSES,AvgStudentPerformance,BudgetPerStudent
1218,10,Bachelors,Traditional,50000,0.0,6.557901146057935,2.0967901307449,Stayed,151,Suburban,Charter,High,72.50492850345877,9874.641805453657
1218,19,Bachelors,Traditional,59000,0.0,10.0,5.453920288919381,Stayed,206,Urban,Private,Medium,60.62174960084877,9025.749232470607
1218,17,Bachelors,Performance-Based,57000,8479.7591093269,4.391259470380184,7.413783997002314,Stayed,5,Rural,Charter,Medium,67.65846625276664,9958.196812071703
1218,7,Bachelors,Performance-Based,47000,1485.7519596691095,2.6065281144979124,4.336388029645965,Stayed,87,Rural,Private,Low,79.15402117702074,10683.51195155432
1218,9,Bachelors,Performance-Based,49000,3703.342717305143,4.818828518625479,7.4927925775865845,Stayed,271,Suburban,Private,High,84.41273289066116,10036.836758379104
1219,27,Masters,Traditional,72000,0.0,8.428480212647596,5.781505844907355,Stayed,33,Rural,Private,Low,69.86502775262066,10151.609116387453
1219,13,Bachelors,Performance-Based,53000,5808.098333065938,4.080855625299063,5.17161909313507,Stayed,11,Rural,Public,Low,65.36582307187538,9564.63759354556
1219,21,Masters,Performance-Based,66000,3788.1116743058183,6.078476109639947,6.62553472996533,Stayed,265,Urban,Charter,High,67.4743184860684,12402.427844327889
1219,16,Doctorate,Traditional,66000,0.0,6.4766174103384815,7.3808781178630545,Stayed,49,Suburban,Public,High,73.43618289568461,8563.111557495127
1219,2,Masters,Performance-Based,47000,2496.367149206992,7.02395034071346,4.46513718179106,Stayed,76,Rural,Charter,Medium,78.21902504375224,8465.3048742239
1220,9,Masters,Traditional,54000,0.0,7.058840845542747,6.190431121592065,Stayed,107,Urban,Public,Medium,88.8618590121053,7864.759141234811
1220,14,Bachelors,Traditional,54000,0.0,5.670918565965422,2.191592979465753,Stayed,283,Suburban,Private,Medium,85.86016816145352,11265.56373221257
1220,24,Masters,Performance-Based,69000,2330.3463648230136,5.751845547793921,8.954157665894478,Stayed,239,Urban,Charter,High,63.38213535231612,12012.58561842888
1220,6,Doctorate,Performance-Based,56000,6645.718445566704,4.98918518765044,8.04341143629214,Stayed,30,Suburban,Public,Medium,67.08306250206724,11256.69101852856
1220,27,Masters,Traditional,72000,0.0,7.361328400293253,4.1696269835955535,Stayed,230,Urban,Private,Medium,76.79597748934675,8191.366749791183
1221,17,Bachelors,Performance-Based,57000,5248.933301192737,5.9619680950996194,7.762872301655579,Stayed,264,Urban,Public,High,59.756123586657104,9347.952935664318
1221,15,Masters,Traditional,60000,0.0,8.098846926801459,5.306000571616537,Stayed,40,Rural,Public,Low,71.96861235869123,8872.55089439205
1221,27,Masters,Performance-Based,72000,6354.299948266586,5.870035909705761,6.261646835581988,Stayed,91,Urban,Charter,Medium,70.9707754934804,8203.170657303284
1221,9,Masters,Traditional,54000,0.0,8.136442858896316,5.626901990935263,Stayed,100,Rural,Charter,Medium,67.65412866624852,12475.632623946924
1221,21,Masters,Traditional,66000,0.0,8.861408781077209,6.26952713930903,Left,297,Rural,Public,Medium,78.9959987543325,9460.250129413258
1222,10,Bachelors,Performance-Based,50000,0.0,6.997844030400293,6.029879373234311,Stayed,259,Rural,Private,High,74.43819428146229,10788.904284756594
1222,11,Masters,Performance-Based,56000,1890.303738099352,3.3593838477435423,8.18062434752188,Stayed,175,Suburban,Charter,High,72.7669079933002,13289.935427002567
1222,25,Doctorate,Performance-Based,75000,5630.792881019017,2.8590237381784824,6.6869413622801,Stayed,180,Rural,Private,Low,97.20169166589619,12239.149822869153
1222,13,Masters,Traditional,58000,0.0,8.088780477691117,1.8938864529066133,Stayed,210,Rural,Charter,High,100.0,8338.099767177924
1222,17,Masters,Traditional,62000,0.0,5.312389667138143,7.491282367406194,Stayed,157,Rural,Charter,Low,88.65774511144757,9785.939280090884
1223,17,Bachelors,Traditional,57000,0.0,6.344040660718313,5.258070830909911,Stayed,93,Urban,Charter,High,62.979469061226474,7359.533585958716
1223,30,Bachelors,Traditional,70000,0.0,8.803879826274006,5.537831689834731,Left,76,Rural,Charter,Medium,78.21902504375224,8465.3048742239
1223,15,Bachelors,Traditional,55000,0.0,6.387250722765691,5.29271007463849,Stayed,43,Suburban,Charter,Medium,68.8435171761176,10489.933142217445
1223,27,Bachelors,Traditional,67000,0.0,6.432516328013359,4.7526146316286235,Stayed,119,Urban,Private,High,81.4282281451502,12358.594368127653
1223,23,Bachelors,Traditional,63000,0.0,7.167585595484452,2.2874869189636486,Stayed,243,Suburban,Private,Medium,75.04987278980457,11059.608355830565
1224,11,Bachelors,Performance-Based,51000,4720.971943333859,5.113733878795003,4.901869212073202,Stayed,224,Urban,Private,High,53.87284128810349,11141.197337186319
1224,29,Masters,Traditional,74000,0.0,8.601939511801136,6.127021191725195,Stayed,167,Urban,Private,Low,78.2206015999449,11228.33340008685
1224,15,Masters,Performance-Based,60000,2712.3337224421603,4.614196408769225,10.0,Left,176,Rural,Private,Medium,78.27183249036024,9501.927920887243
1224,5,Doctorate,Traditional,55000,0.0,6.849307574725862,3.987441482870798,Stayed,47,Rural,Charter,Medium,65.39361229040213,7103.831317005352
1224,29,Bachelors,Traditional,69000,0.0,8.796241774846544,3.974730934991723,Left,159,Rural,Public,Low,58.08696502797351,8892.701389305636
1225,14,Masters,Traditional,59000,0.0,6.682529753871985,8.207550862967826,Stayed,130,Rural,Public,Medium,64.965243458838,6482.521027153771
1225,9,Masters,Performance-Based,54000,6790.574653801191,4.82546151445811,6.257458089422921,Left,64,Urban,Private,High,58.037933759193294,10803.423444197882
1225,3,Masters,Performance-Based,48000,6587.87024182102,6.427193149128632,4.68601329833238,Stayed,192,Suburban,Charter,Medium,78.56398794323472,12959.888277780052
1225,18,Bachelors,Traditional,58000,0.0,7.454115688757564,3.354909724872216,Stayed,218,Suburban,Public,Low,67.63181393259991,8044.889510402898
1225,5,Bachelors,Traditional,45000,0.0,7.655494717360278,2.732022064147639,Stayed,10,Rural,Private,High,75.42560043585965,9595.614695132212
1226,7,Bachelors,Traditional,47000,0.0,6.379273545918706,4.346000245929339,Stayed,261,Suburban,Charter,High,60.730695284219166,10579.549713792825
1226,22,Bachelors,Traditional,62000,0.0,7.451837215091148,7.188228703784704,Left,115,Urban,Public,Medium,68.07639035218878,10664.628023959183
1226,25,Doctorate,Traditional,75000,0.0,6.652872908192512,3.9904971193250476,Stayed,198,Suburban,Charter,High,71.53725105945527,9619.322643832784
1226,19,Masters,Performance-Based,64000,5708.071254420776,5.642176315759478,6.846587079847974,Stayed,92,Suburban,Charter,High,79.68644990532889,10983.83834301301
1226,21,Masters,Traditional,66000,0.0,6.371193908475379,2.5176588448611827,Stayed,268,Urban,Charter,Low,55.69858622039367,7983.8273781651915
1227,3,Masters,Performance-Based,48000,4331.893835886309,3.402516626779016,9.083401086480539,Stayed,223,Suburban,Private,Low,76.86260190374513,8674.752482108306
1227,27,Masters,Traditional,72000,0.0,9.229226987715016,7.504780247912288,Stayed,148,Rural,Private,Low,56.795433869157236,8120.240427345289
1227,23,Bachelors,Traditional,63000,0.0,7.137296524829966,3.170396590510478,Stayed,13,Suburban,Charter,Medium,72.41962271566034,11650.83269797606
1227,17,Masters,Traditional,62000,0.0,3.9947043708817604,3.8552316477653683,Stayed,10,Rural,Private,High,75.42560043585965,9595.614695132212
1227,28,Bachelors,Traditional,68000,0.0,8.377271767463167,4.62971316123372,Stayed,184,Urban,Charter,Low,74.82472415243186,10406.927271734447
1228,26,Masters,Traditional,71000,0.0,4.659349798292453,3.2163751123032704,Stayed,258,Suburban,Charter,Low,62.92330534381219,9134.883624360758
1228,15,Bachelors,Traditional,55000,0.0,10.0,6.983631773155761,Stayed,228,Rural,Private,Low,59.22255222070694,10096.169893322764
1228,29,Bachelors,Performance-Based,69000,3748.0384949395575,6.008444239517182,1.8952398922417437,Stayed,8,Suburban,Public,High,77.67434729152909,8816.85722232834
1228,28,Bachelors,Traditional,68000,0.0,9.045318919959419,5.452895952504532,Stayed,287,Suburban,Public,Low,68.48214904964416,9081.278200919513
1228,11,Bachelors,Traditional,51000,0.0,6.800249568831486,4.928460213312444,Stayed,138,Suburban,Public,High,66.77938483794324,7239.797083570217
1229,20,Doctorate,Traditional,70000,0.0,6.838208456610466,4.403843136679514,Stayed,54,Suburban,Public,High,76.11676288840867,9680.122940073146
1229,26,Bachelors,Traditional,66000,0.0,10.0,3.180608786485628,Stayed,74,Urban,Private,Low,85.64643655814007,11918.541652170414
1229,24,Doctorate,Traditional,74000,0.0,6.232197398359723,7.319162840647115,Stayed,8,Suburban,Public,High,77.67434729152909,8816.85722232834
1229,26,Doctorate,Traditional,76000,0.0,9.587962899740155,5.96374318846939,Stayed,83,Rural,Private,High,84.77894044741517,5752.208551380386
1229,3,Bachelors,Traditional,43000,0.0,7.069624504352187,3.6141224133450986,Stayed,157,Rural,Charter,Low,88.65774511144757,9785.939280090884
1230,6,Doctorate,Traditional,56000,0.0,5.07119107224149,4.129468188606654,Stayed,169,Suburban,Charter,High,67.5461188399713,8938.997704778945
1230,12,Bachelors,Performance-Based,52000,5250.781943613477,4.783692896759181,6.675561553371895,Stayed,136,Urban,Charter,Medium,85.4993440501754,10148.18956083955
1230,29,Bachelors,Traditional,69000,0.0,7.365740389925147,4.438007656239122,Stayed,234,Suburban,Public,High,63.483996523941826,7577.967600475087
1230,16,Bachelors,Performance-Based,56000,2810.2192286458157,6.258955446433779,5.401167976511648,Stayed,135,Rural,Charter,High,60.80575765766197,13004.714104192057
1230,19,Doctorate,Performance-Based,69000,3878.8853098112636,9.388351516382112,5.464494406327482,Stayed,168,Urban,Charter,High,88.96792982653947,11515.01542009461
1231,8,Doctorate,Performance-Based,58000,5882.1653237208075,8.902848648518063,4.698176533791366,Stayed,148,Rural,Private,Low,56.795433869157236,8120.240427345289
1231,1,Masters,Traditional,46000,0.0,6.721473255807032,2.649430140790991,Stayed,109,Rural,Private,High,72.57550390722764,10240.591263423797
1231,27,Bachelors,Performance-Based,67000,6211.885742356285,4.286769545376489,3.1015763504808245,Stayed,260,Suburban,Private,Low,77.74634053429337,9158.031038359473
1231,14,Doctorate,Traditional,64000,0.0,4.52284629428281,7.800846930771213,Stayed,25,Rural,Public,Low,64.55617275474818,7987.965237000596
1231,22,Masters,Traditional,67000,0.0,4.654106102649019,1.7064232900877183,Stayed,91,Urban,Charter,Medium,70.9707754934804,8203.170657303284
1232,8,Bachelors,Traditional,48000,0.0,6.139030309835105,6.7011204441034815,Stayed,65,Suburban,Charter,Low,78.12525822394198,11380.287983422226
1232,27,Bachelors,Performance-Based,67000,6935.063705207918,9.494666921080992,5.988231353262764,Stayed,1,Rural,Charter,Low,74.96714153011233,8342.009978155855
1232,20,Masters,Traditional,65000,0.0,8.172143379198292,4.3622105700906735,Left,25,Rural,Public,Low,64.55617275474818,7987.965237000596
1232,7,Bachelors,Traditional,47000,0.0,7.171729237610861,5.344690912331835,Stayed,130,Rural,Public,Medium,64.965243458838,6482.521027153771
1232,29,Bachelors,Performance-Based,69000,3277.454259214205,2.5036243055186755,8.253829406521444,Stayed,178,Urban,Public,High,84.53534077157317,10622.500309087072
1233,9,Doctorate,Performance-Based,59000,4639.667612317213,4.176965942087575,6.234198140110983,Stayed,298,Urban,Private,High,73.07299520876609,8042.472568435385
1233,12,Masters,Performance-Based,57000,6307.729009284756,3.2984051547786306,7.793086385819818,Stayed,86,Urban,Private,Medium,64.98242956415463,10300.787572952415
1233,1,Bachelors,Performance-Based,41000,4776.962206988414,7.639454970463591,6.4231905139967544,Stayed,238,Rural,Charter,Medium,71.86454314769428,9230.888911540349
1233,23,Bachelors,Traditional,63000,0.0,6.458784776232547,7.082914680339404,Stayed,198,Suburban,Charter,High,71.53725105945527,9619.322643832784
1233,9,Bachelors,Performance-Based,49000,3877.7587603664592,2.903263393130593,6.918098640798771,Stayed,111,Suburban,Private,Medium,50.812287847009586,11423.22975617778
1234,19,Masters,Traditional,64000,0.0,7.552140258678626,3.5519269689432584,Stayed,190,Rural,Public,Medium,54.851527753141355,11763.2795138989
1234,20,Doctorate,Traditional,70000,0.0,8.695247038399176,1.891738440610462,Stayed,29,Urban,Private,Medium,63.99361310081195,11248.23963410431
1234,15,Bachelors,Traditional,55000,0.0,8.59260776681122,4.304638329850088,Left,53,Urban,Charter,Low,63.23077999694041,11715.319246404038
1234,30,Bachelors,Traditional,70000,0.0,5.693902535904313,5.055638512904684,Left,167,Urban,Private,Low,78.2206015999449,11228.33340008685
1234,17,Doctorate,Traditional,67000,0.0,5.90551317655882,7.772329716200868,Stayed,211,Urban,Private,High,75.70890510693167,10540.913651559678
1235,5,Masters,Traditional,50000,0.0,6.9774302671220685,4.850289933269104,Stayed,119,Urban,Private,High,81.4282281451502,12358.594368127653
1235,16,Bachelors,Performance-Based,56000,6490.717949580536,7.642830141093252,6.34988745868857,Stayed,257,Rural,Public,Low,82.66911149186623,9024.787551855014
1235,18,Bachelors,Traditional,58000,0.0,6.545838182311693,5.990733473518546,Left,189,Rural,Public,High,61.532062819315954,13374.28327014513
1235,12,Masters,Performance-Based,57000,5682.183853379899,8.522852925456386,6.185416291107007,Stayed,118,Suburban,Private,Low,58.31321962380468,10231.349268585718
1235,1,Masters,Performance-Based,46000,8057.34276990688,7.410566979953312,7.59788936807853,Stayed,260,Suburban,Private,Low,77.74634053429337,9158.031038359473
1236,27,Masters,Traditional,72000,0.0,6.42225929145419,4.374078905645484,Left,260,Suburban,Private,Low,77.74634053429337,9158.031038359473
1236,15,Bachelors,Traditional,55000,0.0,3.2193422940714025,5.025061077106963,Left,258,Suburban,Charter,Low,62.92330534381219,9134.883624360758
1236,23,Masters,Performance-Based,68000,4280.395570536435,4.223697410157777,7.642459060458223,Stayed,135,Rural,Charter,High,60.80575765766197,13004.714104192057
1236,2,Bachelors,Traditional,42000,0.0,6.391462549515463,5.68982336557073,Stayed,262,Urban,Charter,High,69.404746439382,14150.801597290878
1236,15,Masters,Traditional,60000,0.0,5.392991874762908,2.1483883567730215,Left,140,Rural,Charter,Medium,57.69135683566045,9888.904602206763
1237,18,Masters,Traditional,63000,0.0,7.124941956320211,4.5271244553157235,Stayed,22,Suburban,Private,Medium,67.74223699513465,11190.314050873827
1237,25,Bachelors,Performance-Based,65000,3164.523836708825,3.3598828681844153,5.071221408085636,Stayed,264,Urban,Public,High,59.756123586657104,9347.952935664318
1237,6,Masters,Traditional,51000,0.0,4.442305529602181,5.64329073548845,Stayed,201,Urban,Charter,Low,73.57787360348283,11852.355095063283
1237,4,Bachelors,Traditional,44000,0.0,9.124991962446934,6.27640539166367,Stayed,39,Urban,Public,Low,56.71813951101569,10825.86290855125
1237,21,Masters,Performance-Based,66000,6980.119867624891,1.2791050004889382,5.119075558442969,Stayed,19,Urban,Public,Low,60.91975924478789,10648.332704976885
1238,21,Bachelors,Performance-Based,61000,3000.5438556045333,4.997652933598343,10.0,Stayed,218,Suburban,Public,Low,67.63181393259991,8044.889510402898
1238,3,Masters,Traditional,48000,0.0,7.155745041293002,5.58144779300636,Stayed,279,Urban,Public,Medium,70.69802084990019,7042.827508440317
1238,9,Doctorate,Performance-Based,59000,11193.391027544107,2.8612873145496116,5.794191290705874,Stayed,196,Urban,Private,Medium,73.85317379728836,11077.820087369317
1238,15,Doctorate,Performance-Based,65000,2174.6176950147374,2.1909509608627076,7.031618392566294,Stayed,144,Suburban,Charter,Low,71.84633858532304,9821.759920974424
1238,29,Bachelors,Traditional,69000,0.0,9.829577512974945,4.94743439837035,Left,225,Rural,Charter,High,65.28068134210567,8473.481686914965
1239,2,Bachelors,Traditional,42000,0.0,6.424084566904812,4.797304989386447,Stayed,296,Urban,Private,High,63.070904047393455,8979.967202290505
1239,1,Bachelors,Traditional,41000,0.0,8.630113933764223,4.030950169770999,Stayed,286,Rural,Private,Low,50.47912200477498,10496.441172600673
1239,26,Bachelors,Traditional,66000,0.0,3.8351382455958003,4.575582536953461,Stayed,290,Suburban,Charter,Low,63.77300480179406,8287.832348182266
1239,27,Masters,Traditional,72000,0.0,7.808086780580574,5.421299778806395,Stayed,37,Suburban,Private,Medium,72.08863595004756,8349.005606414978
1239,7,Masters,Traditional,52000,0.0,4.867496427911451,2.043918077231645,Left,190,Rural,Public,Medium,54.851527753141355,11763.2795138989
1240,10,Bachelors,Performance-Based,50000,4389.478011296868,8.78686305778231,4.210558025444543,Left,268,Urban,Charter,Low,55.69858622039367,7983.8273781651915
1240,9,Bachelors,Performance-Based,49000,1953.577661724696,4.409001190799712,6.9924607634320015,Left,79,Rural,Private,Medium,70.91760776535503,14379.605866435344
1240,16,Bachelors,Traditional,56000,0.0,4.987962723213675,1.8620874911345258,Stayed,276,Rural,Private,High,74.6210347426327,5577.72938198423
1240,15,Bachelors,Performance-Based,55000,3960.3495556529224,6.376880160841513,4.237886180298485,Stayed,281,Rural,Private,Medium,71.13517345251248,10676.99281498883
1240,22,Bachelors,Performance-Based,62000,3516.1210924870484,9.304237064981015,6.258865856137355,Stayed,82,Urban,Public,Medium,73.57112571511746,8801.214709111955
1241,16,Masters,Traditional,61000,0.0,5.7881827500775,4.3794120161155625,Stayed,105,Rural,Private,High,68.3871428833399,9099.869057041513
1241,19,Bachelors,Traditional,59000,0.0,5.828806069380265,1.0056019359306667,Stayed,148,Rural,Private,Low,56.795433869157236,8120.240427345289
1241,1,Masters,Performance-Based,46000,6699.043973988248,4.266534658679374,6.730771490324962,Stayed,29,Urban,Private,Medium,63.99361310081195,11248.23963410431
1241,15,Bachelors,Traditional,55000,0.0,6.21689214325246,4.710184998577378,Stayed,262,Urban,Charter,High,69.404746439382,14150.801597290878
1241,18,Masters,Performance-Based,63000,6768.399233828853,5.5801540205431195,5.050136904327855,Left,101,Suburban,Private,High,55.84629257949586,6811.144682411266
1242,19,Masters,Performance-Based,64000,3716.309037909645,7.002753191474301,5.818491726216204,Stayed,87,Rural,Private,Low,79.15402117702074,10683.51195155432
1242,25,Masters,Performance-Based,70000,3981.1849993728915,4.910854136352417,7.239629603071906,Left,26,Suburban,Private,Low,71.10922589709867,7571.622774424535
1242,18,Masters,Traditional,63000,0.0,9.326706412476087,5.352908833409122,Stayed,121,Rural,Charter,Medium,77.91031947043047,14121.495849763975
1242,26,Bachelors,Traditional,66000,0.0,8.423685383569278,6.043489316448665,Stayed,119,Urban,Private,High,81.4282281451502,12358.594368127653
1242,30,Bachelors,Traditional,70000,0.0,6.796936582699964,7.741808175760635,Stayed,288,Suburban,Public,High,75.88317206484577,8300.311261070416
1243,14,Bachelors,Traditional,54000,0.0,9.308270935704016,6.366893424556736,Stayed,285,Rural,Private,Low,91.33033374656267,10363.73251011699
1243,24,Bachelors,Traditional,64000,0.0,7.06314304340535,3.6518751811278447,Stayed,41,Urban,Charter,High,77.3846657999541,8355.559208867136
1243,2,Bachelors,Traditional,42000,0.0,5.713457998101128,4.622344587102683,Stayed,254,Urban,Private,Low,80.32465260551147,10508.841686602425
1243,30,Masters,Performance-Based,75000,5857.791707916224,6.061734749089633,8.494028636110722,Stayed,64,Urban,Private,High,58.037933759193294,10803.423444197882
1243,9,Bachelors,Traditional,49000,0.0,7.239783628657785,6.629795836848233,Stayed,264,Urban,Public,High,59.756123586657104,9347.952935664318
1244,20,Bachelors,Performance-Based,60000,6046.320066804325,3.484417235310308,8.279273524207994,Stayed,41,Urban,Charter,High,77.3846657999541,8355.559208867136
1244,29,Bachelors,Performance-Based,69000,9398.376075778171,7.7267130292094155,3.9026645150494126,Stayed,53,Urban,Charter,Low,63.23077999694041,11715.319246404038
1244,9,Bachelors,Traditional,49000,0.0,7.925219618107892,5.218102271852852,Stayed,164,Suburban,Charter,Medium,61.7931768164829,10427.959821468445
1244,29,Masters,Performance-Based,74000,5008.782194807051,1.9056662296730575,8.683114223258045,Stayed,36,Suburban,Private,Medium,57.791563500289776,9705.885236995722
1244,3,Masters,Performance-Based,48000,6646.905905932404,5.1298118111889615,8.455485746602648,Stayed,51,Rural,Charter,Low,73.24083969394795,10621.81513119601
1245,20,Doctorate,Traditional,70000,0.0,7.422820087460054,6.071166032008884,Stayed,26,Suburban,Private,Low,71.10922589709867,7571.622774424535
1245,13,Bachelors,Performance-Based,53000,5894.208091448673,5.779551574572796,6.463083779042687,Stayed,67,Rural,Public,High,69.27989878419666,10448.184963620834
1245,19,Masters,Traditional,64000,0.0,5.373294064631825,4.992004140010813,Stayed,5,Rural,Charter,Medium,67.65846625276664,9958.196812071703
1245,26,Bachelors,Performance-Based,66000,3274.8180753195916,8.342408538929583,7.973431225395984,Stayed,142,Suburban,Private,High,83.07142754282428,9934.610503811813
1245,17,Masters,Traditional,62000,0.0,9.027328076292195,4.287764323684289,Stayed,22,Suburban,Private,Medium,67.74223699513465,11190.314050873827
1246,19,Masters,Performance-Based,64000,6506.388388113547,3.765159845198429,4.313049361718965,Stayed,211,Urban,Private,High,75.70890510693167,10540.913651559678
1246,12,Bachelors,Traditional,52000,0.0,4.690561458691059,3.2079747979751723,Stayed,25,Rural,Public,Low,64.55617275474818,7987.965237000596
1246,7,Masters,Performance-Based,52000,4123.434555751183,8.511941475493767,9.648373219202423,Left,263,Rural,Private,High,37.58732659930927,11742.249406863384
1246,9,Bachelors,Performance-Based,49000,3811.8969708735067,4.194742749187561,6.959574201113689,Stayed,45,Suburban,Charter,Medium,55.214780096325725,9057.923388763355
1246,21,Bachelors,Traditional,61000,0.0,4.756453821498395,2.0038154687558496,Stayed,153,Suburban,Private,High,63.19975278421509,8028.5479073289125
1247,22,Bachelors,Traditional,62000,0.0,5.295495665266014,5.88056363610175,Stayed,228,Rural,Private,Low,59.22255222070694,10096.169893322764
1247,30,Masters,Traditional,75000,0.0,8.569169658771361,7.83216631821878,Stayed,32,Rural,Private,Medium,88.52278184508938,8205.491257028338
1247,6,Bachelors,Performance-Based,46000,4439.616065123409,4.245614105502213,7.560874215993513,Stayed,226,Urban,Public,High,80.88950596967366,6390.235798670962
1247,6,Bachelors,Performance-Based,46000,6035.674885970116,5.201944136900159,7.10064799078442,Stayed,18,Rural,Public,Low,73.14247332595274,9379.466486813088
1247,13,Bachelors,Traditional,53000,0.0,7.004540189148191,6.32708435173662,Left,71,Rural,Public,High,73.61395605508415,10049.020348517886
1248,21,Doctorate,Traditional,71000,0.0,6.556778898210085,6.363142220171644,Stayed,6,Rural,Charter,Medium,67.6586304305082,10234.654766617565
1248,14,Bachelors,Traditional,54000,0.0,8.015579506876705,2.6016239590820387,Stayed,71,Rural,Public,High,73.61395605508415,10049.020348517886
1248,28,Bachelors,Traditional,68000,0.0,6.721394854872252,3.3308538825184186,Left,62,Rural,Public,Medium,68.14341023336183,13065.477826005155
1248,22,Bachelors,Traditional,62000,0.0,7.402074198768371,4.596969763739613,Stayed,114,Suburban,Charter,Low,94.63242112485287,12555.353643797018
1248,9,Bachelors,Performance-Based,49000,5469.20968212516,6.800436781677346,6.276981366692854,Left,176,Rural,Private,Medium,78.27183249036024,9501.927920887243
1249,18,Doctorate,Performance-Based,68000,3110.941084601398,10.0,4.872532467159919,Stayed,173,Urban,Private,Medium,69.22898290585896,6969.617875602895
1249,10,Masters,Traditional,55000,0.0,9.103314384254904,5.642381596275294,Stayed,61,Urban,Private,Low,65.2082576215471,11038.693028482345
1249,27,Masters,Traditional,72000,0.0,6.405091954574266,4.4521072423715475,Stayed,144,Suburban,Charter,Low,71.84633858532304,9821.759920974424
1249,22,Bachelors,Traditional,62000,0.0,10.0,3.8687118218072833,Stayed,237,Rural,Private,High,49.74857413342393,8279.173269432094
1249,23,Bachelors,Performance-Based,63000,1086.0045291932493,5.671450832224819,6.24284710778288,Stayed,60,Urban,Public,Low,79.75545127122359,8345.538112895354
1250,21,Bachelors,Performance-Based,61000,5678.694022773045,8.20634787758728,6.451971793269394,Stayed,52,Rural,Charter,Low,66.14917719583684,12950.712433899103
1250,28,Bachelors,Traditional,68000,0.0,9.13501761037437,3.394918516391987,Stayed,238,Rural,Charter,Medium,71.86454314769428,9230.888911540349
1250,4,Doctorate,Traditional,54000,0.0,7.783696176085144,4.472176738789322,Stayed,224,Urban,Private,High,53.87284128810349,11141.197337186319
1250,21,Masters,Performance-Based,66000,2523.426130029254,5.077296034827014,8.69536702927348,Stayed,178,Urban,Public,High,84.53534077157317,10622.500309087072
1250,30,Masters,Performance-Based,75000,6291.7484216705025,6.004236842034945,6.177958178919744,Stayed,289,Urban,Private,Low,72.80991867735032,11660.671633088492
1251,22,Doctorate,Traditional,72000,0.0,8.743788461357495,4.959288204514847,Stayed,119,Urban,Private,High,81.4282281451502,12358.594368127653
1251,3,Masters,Traditional,48000,0.0,8.380628954970287,4.6875377645454455,Stayed,182,Suburban,Private,High,61.42842443583717,8088.919118799148
1251,26,Masters,Performance-Based,71000,4947.157231436337,5.947170430685606,5.5184049008739136,Stayed,43,Suburban,Charter,Medium,68.8435171761176,10489.933142217445
1251,9,Bachelors,Traditional,49000,0.0,5.638378619863181,2.65384735478108,Stayed,68,Urban,Private,Low,80.03532897892023,10025.18480156359
1251,21,Doctorate,Performance-Based,71000,5449.63347338295,5.340025958368772,5.8336859388861395,Stayed,188,Rural,Public,Medium,69.27171087343127,7836.90399277121
1252,5,Bachelors,Traditional,45000,0.0,5.803740129281488,5.151731442049346,Stayed,279,Urban,Public,Medium,70.69802084990019,7042.827508440317
1252,25,Bachelors,Traditional,65000,0.0,8.395194873917655,5.020072864680256,Stayed,293,Suburban,Private,Low,64.10635243055789,10957.959651492783
1252,12,Masters,Traditional,57000,0.0,7.9314963488091035,9.114669308695618,Stayed,188,Rural,Public,Medium,69.27171087343127,7836.90399277121
1252,27,Masters,Traditional,72000,0.0,6.476237047165819,2.8778539774074012,Stayed,88,Suburban,Public,Medium,73.28751109659684,13752.341678431772
1252,8,Doctorate,Traditional,58000,0.0,7.198622464830452,4.184388334451112,Stayed,135,Rural,Charter,High,60.80575765766197,13004.714104192057
1253,6,Masters,Performance-Based,51000,5325.277919520329,6.909626977763895,3.523812387003286,Stayed,120,Urban,Private,Low,77.51933032686775,10135.036962820217
1253,10,Masters,Traditional,55000,0.0,6.609446166784152,6.055693825626228,Stayed,152,Urban,Public,High,73.46448209496975,11910.284641002476
1253,10,Bachelors,Traditional,50000,0.0,6.448205059455274,6.28523277716556,Stayed,286,Rural,Private,Low,50.47912200477498,10496.441172600673
1253,25,Bachelors,Performance-Based,65000,8054.133382449378,6.868534538287506,6.884244529479237,Stayed,32,Rural,Private,Medium,88.52278184508938,8205.491257028338
1253,24,Masters,Performance-Based,69000,1693.1788778816272,7.006502949055017,4.547787884771298,Left,164,Suburban,Charter,Medium,61.7931768164829,10427.959821468445
1254,3,Masters,Performance-Based,48000,6068.498688270572,4.771619163749015,4.02059815644056,Stayed,273,Urban,Public,High,81.63163752154959,10653.854747528325
1254,10,Bachelors,Performance-Based,50000,4279.322927242934,7.893546013267146,8.789721940764574,Stayed,100,Rural,Charter,Medium,67.65412866624852,12475.632623946924
1254,11,Masters,Performance-Based,56000,3270.0724327965427,6.361009267778174,7.273494207406333,Stayed,243,Suburban,Private,Medium,75.04987278980457,11059.608355830565
1254,9,Bachelors,Traditional,49000,0.0,5.282263296180281,5.305746101079148,Stayed,180,Rural,Private,Low,97.20169166589619,12239.149822869153
1254,23,Masters,Traditional,68000,0.0,6.183398470631631,6.5717735853346255,Left,68,Urban,Private,Low,80.03532897892023,10025.18480156359
1255,6,Masters,Traditional,51000,0.0,5.111265336788844,6.588873735241635,Stayed,188,Rural,Public,Medium,69.27171087343127,7836.90399277121
1255,26,Bachelors,Traditional,66000,0.0,8.238121177373106,7.947111502473909,Stayed,46,Urban,Public,Low,62.801557916052914,10464.099874715273
